admin|commission_event|id|uuid|N||PK
admin|commission_event|pipeline_id|uuid|N||
admin|commission_event|request_id|uuid|N||
admin|commission_event|institution_id|uuid|N||
admin|commission_event|deal_amount|numeric|N||
admin|commission_event|commission_rate|numeric|N||
admin|commission_event|commission_amt|numeric|Y||
admin|commission_event|currency|char(3)|N||
admin|commission_event|status|text|N||
admin|commission_event|invoice_ref|text|Y||
admin|commission_event|invoiced_at|timestamptz|Y||
admin|commission_event|paid_at|timestamptz|Y||
admin|commission_event|created_at|timestamptz|N||
admin|commission_event|updated_at|timestamptz|N||
admin|notification_log|id|uuid|N||PK
admin|notification_log|event_type|text|N||
admin|notification_log|recipient_type|text|N||
admin|notification_log|recipient_ref|text|N||
admin|notification_log|related_id|uuid|Y||
admin|notification_log|status|text|N||
admin|notification_log|error_detail|text|Y||
admin|notification_log|sent_at|timestamptz|N||
admin|role|id|uuid|N||PK
admin|role|slug|text|N||
admin|role|label|text|N||
admin|role|description|text|N||
admin|role|permissions|text[]|N||
admin|role|is_system|boolean|N||
admin|role|created_at|timestamptz|N||
admin|session|id|uuid|N||PK
admin|session|user_id|uuid|N||
admin|session|ip_address|inet|N||
admin|session|user_agent|text|N||
admin|session|country|text|Y||
admin|session|city|text|Y||
admin|session|started_at|timestamptz|N||
admin|session|last_active_at|timestamptz|N||
admin|session|ended_at|timestamptz|Y||
admin|session|end_reason|text|Y||
admin|session|is_active|boolean|N||
admin|system_group|id|uuid|N||PK
admin|system_group|slug|text|N||
admin|system_group|label|text|N||
admin|system_group|description|text|N||
admin|system_group|side|text|N||institution / admin
admin|system_group|module_permissions|text[]|N||
admin|system_group|is_system|boolean|N||
admin|system_group|created_at|timestamptz|N||
admin|system_group|updated_at|timestamptz|N||
admin|user|id|uuid|N||PK
admin|user|auth_user_id|uuid|N||
admin|user|email|text|N||
admin|user|display_name|text|N||
admin|user|role_id|uuid|Y||FK admin.role
admin|user|role_slug|text|N||
admin|user|system_group_id|uuid|Y||
admin|user|status|text|N||
admin|user|mfa_enabled|boolean|N||
admin|user|mfa_verified_at|timestamptz|Y||
admin|user|failed_login_count|integer|N||
admin|user|locked_at|timestamptz|Y||
admin|user|locked_reason|text|Y||
admin|user|force_password_reset|boolean|N||
admin|user|last_login_at|timestamptz|Y||
admin|user|last_login_ip|inet|Y||
admin|user|created_at|timestamptz|N||
admin|user|updated_at|timestamptz|N||
audit|event|id|uuid|N||PK
audit|event|occurred_at|timestamptz|N||
audit|event|actor_id|uuid|Y||
audit|event|actor_type|text|N||
audit|event|actor_email|text|Y||
audit|event|actor_role|text|Y||
audit|event|actor_ip|inet|Y||
audit|event|actor_user_agent|text|Y||
audit|event|institution_id|uuid|Y||
audit|event|action|text|N||
audit|event|resource_type|text|Y||
audit|event|resource_id|uuid|Y||
audit|event|resource_label|text|Y||
audit|event|outcome|text|N||
audit|event|outcome_note|text|Y||
audit|event|governance_action_id|uuid|Y||
audit|event|session_id|uuid|Y||
audit|event|request_id|text|Y||correlation id
audit|event|metadata|jsonb|N||
auth_portal|auth_users|id|uuid|N||PK
auth_portal|auth_users|institution_id|uuid|N||
auth_portal|auth_users|email|varchar|N||
auth_portal|auth_users|username|text|Y||portal login handle
auth_portal|auth_users|email_verified|boolean|N||
auth_portal|auth_users|password_hash|text|N||
auth_portal|auth_users|role|varchar|N||
auth_portal|auth_users|is_active|boolean|N||
auth_portal|auth_users|mfa_enabled|boolean|N||
auth_portal|auth_users|mfa_secret|text|Y||
auth_portal|auth_users|must_change_password|boolean|N||
auth_portal|auth_users|password_changed_at|timestamptz|N||
auth_portal|auth_users|failed_attempts|integer|N||
auth_portal|auth_users|locked_until|timestamptz|Y||
auth_portal|auth_users|last_login_at|timestamptz|Y||
auth_portal|auth_users|last_login_ip|varchar|Y||
auth_portal|auth_users|created_at|timestamptz|N||
