auth_portal|auth_users|updated_at|timestamptz|N||
auth_portal|auth_sessions|id|uuid|N||PK
auth_portal|auth_sessions|user_id|uuid|N||FK auth_portal.auth_users
auth_portal|auth_sessions|refresh_token_hash|varchar|N||
auth_portal|auth_sessions|ip_address|varchar|Y||
auth_portal|auth_sessions|user_agent|text|Y||
auth_portal|auth_sessions|device_fingerprint|varchar|Y||
auth_portal|auth_sessions|is_active|boolean|N||
auth_portal|auth_sessions|created_at|timestamptz|N||
auth_portal|auth_sessions|last_used_at|timestamptz|N||
auth_portal|auth_sessions|expires_at|timestamptz|N||
auth_portal|auth_sessions|revoked_at|timestamptz|Y||
auth_portal|auth_sessions|revoke_reason|varchar|Y||
auth_portal|auth_audit_events|id|uuid|N||PK
auth_portal|auth_audit_events|user_id|uuid|Y||
auth_portal|auth_audit_events|institution_id|uuid|Y||
auth_portal|auth_audit_events|event_type|varchar|N||
auth_portal|auth_audit_events|outcome|varchar|N||
auth_portal|auth_audit_events|ip_address|varchar|Y||
auth_portal|auth_audit_events|user_agent|text|Y||
auth_portal|auth_audit_events|event_metadata|jsonb|Y||
auth_portal|auth_audit_events|created_at|timestamptz|N||
auth_portal|email_verification_tokens|id|uuid|N||PK
auth_portal|email_verification_tokens|user_id|uuid|N||
auth_portal|email_verification_tokens|token_hash|varchar|N||
auth_portal|email_verification_tokens|used|boolean|N||
auth_portal|email_verification_tokens|created_at|timestamptz|N||
auth_portal|email_verification_tokens|expires_at|timestamptz|N||
auth_portal|password_reset_tokens|id|uuid|N||PK
auth_portal|password_reset_tokens|user_id|uuid|N||
auth_portal|password_reset_tokens|token_hash|varchar|N||
auth_portal|password_reset_tokens|used|boolean|N||
auth_portal|password_reset_tokens|used_at|timestamptz|Y||
auth_portal|password_reset_tokens|ip_address|varchar|Y||
auth_portal|password_reset_tokens|created_at|timestamptz|N||
auth_portal|password_reset_tokens|expires_at|timestamptz|N||
auth_portal|mfa_backup_codes|id|uuid|N||PK
auth_portal|mfa_backup_codes|user_id|uuid|N||
auth_portal|mfa_backup_codes|code_hash|varchar|N||
auth_portal|mfa_backup_codes|used_at|timestamptz|Y||
auth_portal|mfa_backup_codes|created_at|timestamptz|N||
auth_portal|ip_allowlist|id|uuid|N||PK
auth_portal|ip_allowlist|institution_id|uuid|N||
auth_portal|ip_allowlist|cidr|varchar|N||
auth_portal|ip_allowlist|label|varchar|Y||
auth_portal|ip_allowlist|created_by|uuid|N||
auth_portal|ip_allowlist|created_at|timestamptz|N||
governance|action|id|uuid|N||PK
governance|action|scope|text|N||institution / platform
governance|action|category|text|N||
governance|action|label|text|N||
governance|action|risk|text|N||low/medium/high/critical
governance|action|institution_id|uuid|Y||
governance|action|maker_id|uuid|N||
governance|action|maker_role|text|N||
governance|action|maker_ip|inet|Y||
governance|action|maker_user_agent|text|Y||
governance|action|resource_type|text|N||
governance|action|resource_id|uuid|Y||
governance|action|resource_label|text|Y||
governance|action|payload|jsonb|N||
governance|action|payload_before|jsonb|Y||
governance|action|status|text|N||
governance|action|checker_id|uuid|Y||must differ from maker
governance|action|checker_role|text|Y||
governance|action|checker_note|text|Y||
governance|action|checker_ip|inet|Y||
governance|action|checked_at|timestamptz|Y||
governance|action|execution_status|text|N||
governance|action|executed_at|timestamptz|Y||
governance|action|execution_error|text|Y||
governance|action|expires_at|timestamptz|N||
governance|action|created_at|timestamptz|N||
governance|action|updated_at|timestamptz|N||
identity|profile|id|uuid|N||PK
identity|profile|email|text|N||
identity|profile|display_name|text|N||
identity|profile|phone|text|Y||
identity|profile|avatar_url|text|Y||
identity|profile|preferred_locale|text|N||
identity|profile|status|text|N||
identity|profile|mfa_totp_enabled|boolean|N||
identity|profile|mfa_totp_verified_at|timestamptz|Y||
identity|profile|failed_login_count|integer|N||
identity|profile|locked_at|timestamptz|Y||
identity|profile|locked_reason|text|Y||
identity|profile|force_password_reset|boolean|N||
identity|profile|last_login_at|timestamptz|Y||
identity|profile|last_login_ip|inet|Y||
identity|profile|created_at|timestamptz|N||
identity|profile|updated_at|timestamptz|N||
identity|login_event|id|uuid|N||PK
identity|login_event|user_id|uuid|Y||
identity|login_event|email|text|Y||
identity|login_event|ip|inet|Y||
identity|login_event|user_agent|text|Y||
identity|login_event|country|text|Y||
identity|login_event|city|text|Y||
identity|login_event|outcome|text|N||
identity|login_event|failure_reason|text|Y||
identity|login_event|occurred_at|timestamptz|N||
identity|email_verification_token|id|uuid|N||PK
identity|email_verification_token|user_id|uuid|N||
identity|email_verification_token|email|text|N||
identity|email_verification_token|token_hash|text|N||
identity|email_verification_token|expires_at|timestamptz|N||
identity|email_verification_token|verified_at|timestamptz|Y||
identity|email_verification_token|created_at|timestamptz|N||
identity|password_reset_token|id|uuid|N||PK
identity|password_reset_token|user_id|uuid|N||
identity|password_reset_token|token_hash|text|N||
identity|password_reset_token|expires_at|timestamptz|N||
identity|password_reset_token|used_at|timestamptz|Y||
identity|password_reset_token|created_at|timestamptz|N||
identity|mfa_backup_code|id|uuid|N||PK
identity|mfa_backup_code|user_id|uuid|N||
identity|mfa_backup_code|code_hash|text|N||
identity|mfa_backup_code|used_at|timestamptz|Y||
identity|mfa_backup_code|created_at|timestamptz|N||
identity|ip_allowlist|id|uuid|N||PK
identity|ip_allowlist|user_id|uuid|N||
identity|ip_allowlist|cidr|cidr|N||
identity|ip_allowlist|label|text|N||
identity|ip_allowlist|created_by|uuid|Y||
identity|ip_allowlist|created_at|timestamptz|N||
portal_admin|admin_users|id|uuid|N||PK
portal_admin|admin_users|auth_user_id|uuid|N||
portal_admin|admin_users|email|text|N||
portal_admin|admin_users|display_name|text|N||
portal_admin|admin_users|role_slug|text|N||
portal_admin|admin_users|custom_role_id|uuid|Y||FK portal_admin.admin_roles
portal_admin|admin_users|group_id|uuid|Y||FK portal_admin.user_groups
portal_admin|admin_users|status|admin_user_status|N||
portal_admin|admin_users|mfa_enabled|boolean|N||
portal_admin|admin_users|mfa_verified_at|timestamptz|Y||
portal_admin|admin_users|last_login_at|timestamptz|Y||
portal_admin|admin_users|last_login_ip|inet|Y||
portal_admin|admin_users|failed_login_count|integer|N||
portal_admin|admin_users|locked_at|timestamptz|Y||
portal_admin|admin_users|locked_reason|text|Y||
portal_admin|admin_users|suspended_at|timestamptz|Y||
portal_admin|admin_users|suspended_by|uuid|Y||
portal_admin|admin_users|suspension_reason|text|Y||
portal_admin|admin_users|password_changed_at|timestamptz|Y||
portal_admin|admin_users|force_password_reset|boolean|N||
portal_admin|admin_users|created_by|uuid|N||
portal_admin|admin_users|created_at|timestamptz|N||
portal_admin|admin_users|updated_at|timestamptz|N||
portal_admin|admin_roles|id|uuid|N||PK
portal_admin|admin_roles|slug|text|N||
portal_admin|admin_roles|label|text|N||
portal_admin|admin_roles|description|text|N||
portal_admin|admin_roles|permissions|text[]|N||
portal_admin|admin_roles|is_system|boolean|N||
portal_admin|admin_roles|created_by|uuid|N||
portal_admin|admin_roles|created_at|timestamptz|N||
portal_admin|admin_roles|updated_at|timestamptz|N||
portal_admin|user_groups|id|uuid|N||PK
portal_admin|user_groups|slug|text|N||
portal_admin|user_groups|label|text|N||
portal_admin|user_groups|description|text|N||
portal_admin|user_groups|user_type|text|N||institution / admin
portal_admin|user_groups|module_permissions|text[]|N||
portal_admin|user_groups|is_system|boolean|N||
portal_admin|user_groups|created_by|uuid|N||
portal_admin|user_groups|created_at|timestamptz|N||
portal_admin|user_groups|updated_at|timestamptz|N||
portal_admin|admin_sessions|id|uuid|N||PK
portal_admin|admin_sessions|admin_user_id|uuid|N||
portal_admin|admin_sessions|ip_address|inet|N||
portal_admin|admin_sessions|user_agent|text|N||
portal_admin|admin_sessions|country|text|Y||
portal_admin|admin_sessions|city|text|Y||
portal_admin|admin_sessions|started_at|timestamptz|N||
portal_admin|admin_sessions|last_active_at|timestamptz|N||
portal_admin|admin_sessions|ended_at|timestamptz|Y||
portal_admin|admin_sessions|end_reason|text|Y||
portal_admin|admin_sessions|is_active|boolean|N||
portal_admin|admin_dual_control_actions|id|uuid|N||PK
portal_admin|admin_dual_control_actions|action_category|text|N||
portal_admin|admin_dual_control_actions|action_label|text|N||
portal_admin|admin_dual_control_actions|risk|action_risk|N||
portal_admin|admin_dual_control_actions|maker_id|uuid|N||
portal_admin|admin_dual_control_actions|maker_email|text|N||
portal_admin|admin_dual_control_actions|maker_role|text|N||
portal_admin|admin_dual_control_actions|maker_ip|inet|N||
portal_admin|admin_dual_control_actions|resource_type|text|N||
portal_admin|admin_dual_control_actions|resource_id|uuid|Y||
portal_admin|admin_dual_control_actions|resource_label|text|Y||
portal_admin|admin_dual_control_actions|payload|jsonb|N||
portal_admin|admin_dual_control_actions|payload_before|jsonb|Y||
portal_admin|admin_dual_control_actions|status|dual_control_status|N||
portal_admin|admin_dual_control_actions|checker_id|uuid|Y||
portal_admin|admin_dual_control_actions|checker_email|text|Y||
portal_admin|admin_dual_control_actions|checker_role|text|Y||
portal_admin|admin_dual_control_actions|checker_note|text|Y||
portal_admin|admin_dual_control_actions|checker_ip|inet|Y||
portal_admin|admin_dual_control_actions|checked_at|timestamptz|Y||
portal_admin|admin_dual_control_actions|initiated_at|timestamptz|N||
portal_admin|admin_dual_control_actions|expires_at|timestamptz|N||
portal_admin|admin_dual_control_actions|executed_at|timestamptz|Y||
portal_admin|admin_dual_control_actions|execution_error|text|Y||
portal_admin|admin_audit_log|id|uuid|N||PK
portal_admin|admin_audit_log|session_id|uuid|Y||
portal_admin|admin_audit_log|actor_id|uuid|Y||
portal_admin|admin_audit_log|actor_email|text|Y||
portal_admin|admin_audit_log|actor_role|text|Y||
portal_admin|admin_audit_log|actor_ip|inet|Y||
portal_admin|admin_audit_log|action_category|text|N||
portal_admin|admin_audit_log|event_label|text|N||
portal_admin|admin_audit_log|resource_type|text|Y||
portal_admin|admin_audit_log|resource_id|uuid|Y||
portal_admin|admin_audit_log|resource_label|text|Y||
portal_admin|admin_audit_log|dual_control_id|uuid|Y||
portal_admin|admin_audit_log|state_before|jsonb|Y||
portal_admin|admin_audit_log|state_after|jsonb|Y||
portal_admin|admin_audit_log|outcome|audit_outcome|N||
portal_admin|admin_audit_log|outcome_note|text|Y||
portal_admin|admin_audit_log|created_at|timestamptz|N||
public|portal_notifications|id|uuid|N||PK
public|portal_notifications|institution_id|uuid|N||
public|portal_notifications|kind|text|N||
public|portal_notifications|title|text|N||
public|portal_notifications|body|text|Y||
public|portal_notifications|link|text|Y||
public|portal_notifications|metadata|jsonb|Y||
public|portal_notifications|read_at|timestamptz|Y||
public|portal_notifications|created_at|timestamptz|N||
public|_identity_migration_log|id|bigint|N||PK — one-off migration artefact
public|_identity_migration_log|run_at|timestamptz|Y||
public|_identity_migration_log|schema_name|text|N||
public|_identity_migration_log|table_name|text|N||
public|_identity_migration_log|column_name|text|N||
public|_identity_migration_log|old_uuid|uuid|N||
public|_identity_migration_log|new_uuid|uuid|N||
public|_identity_migration_log|email|text|N||
public|_identity_migration_log|dry_run|boolean|N||
workflow|template|id|uuid|N||PK
workflow|template|institution_id|uuid|N||
workflow|template|product_type|text|N||
workflow|template|name|text|N||
workflow|template|description|text|Y||
workflow|template|is_active|boolean|N||
workflow|template|created_by|uuid|Y||
workflow|template|created_at|timestamptz|N||
workflow|template|updated_at|timestamptz|N||
workflow|stage|id|uuid|N||PK
workflow|stage|template_id|uuid|N||FK workflow.template
workflow|stage|position|integer|N||
workflow|stage|name|text|N||
workflow|stage|stage_type|text|N||
workflow|stage|description|text|Y||
workflow|stage|is_required|boolean|N||
workflow|stage|parallel_ok|boolean|N||
workflow|stage|sla_hours|integer|Y||
workflow|stage|escalate_after_hours|integer|Y||
workflow|stage|created_at|timestamptz|N||
workflow|stage_assignment|id|uuid|N||PK
workflow|stage_assignment|stage_id|uuid|N||FK workflow.stage
workflow|stage_assignment|department|text|Y||
workflow|stage_assignment|assign_mode|text|N||
workflow|stage_assignment|default_assignee_id|uuid|Y||
workflow|stage_assignment|requires_dual_sign|boolean|N||
workflow|stage_assignment|created_at|timestamptz|N||
workflow|doc_requirement|id|uuid|N||PK
workflow|doc_requirement|stage_id|uuid|N||FK workflow.stage
workflow|doc_requirement|doc_key|text|N||
workflow|doc_requirement|label|text|N||
workflow|doc_requirement|is_mandatory|boolean|N||
workflow|doc_requirement|position|integer|N||
workflow|doc_requirement|created_at|timestamptz|N||
